Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Arena,Notes
Sun Mar 9 2014,7:00p,Toronto Raptors,111,Minnesota Timberwolves,104,Box Score,,13116,Target Center,
Sun Mar 9 2014,7:30p,Indiana Pacers,94,Dallas Mavericks,105,Box Score,,20361,American Airlines Center,
Sun Mar 9 2014,9:00p,Phoenix Suns,107,Golden State Warriors,113,Box Score,,19596,Oracle Arena,
Mon Mar 10 2014,7:00p,Denver Nuggets,98,Charlotte Bobcats,105,Box Score,,14312,Time Warner Cable Arena,
Mon Mar 10 2014,7:30p,Toronto Raptors,97,Brooklyn Nets,101,Box Score,,17351,Barclays Center,
Mon Mar 10 2014,7:30p,Washington Wizards,90,Miami Heat,99,Box Score,,19657,AmericanAirlines Arena,
Mon Mar 10 2014,7:30p,Philadelphia 76ers,110,New York Knicks,123,Box Score,,19812,Madison Square Garden (IV),
Mon Mar 10 2014,8:00p,Orlando Magic,98,Milwaukee Bucks,105,Box Score,,10114,BMO Harris Bradley Center,
Mon Mar 10 2014,9:00p,Atlanta Hawks,112,Utah Jazz,110,Box Score,,17774,EnergySolutions Arena,
Mon Mar 10 2014,10:30p,Phoenix Suns,105,Los Angeles Clippers,112,Box Score,,19226,STAPLES Center,
Tue Mar 11 2014,7:00p,Boston Celtics,83,Indiana Pacers,94,Box Score,,18165,Bankers Life Fieldhouse,
Tue Mar 11 2014,7:30p,Sacramento Kings,89,Detroit Pistons,99,Box Score,,15234,The Palace of Auburn Hills,
Tue Mar 11 2014,8:00p,San Antonio Spurs,104,Chicago Bulls,96,Box Score,,21634,United Center,
Tue Mar 11 2014,8:00p,Portland Trail Blazers,99,Memphis Grizzlies,109,Box Score,,17391,FedEx Forum,
Tue Mar 11 2014,8:00p,Milwaukee Bucks,101,Minnesota Timberwolves,112,Box Score,,12473,Target Center,
Tue Mar 11 2014,8:00p,Houston Rockets,98,Oklahoma City Thunder,106,Box Score,,18203,Chesapeake Energy Arena,
Tue Mar 11 2014,10:30p,Dallas Mavericks,85,Golden State Warriors,108,Box Score,,19596,Oracle Arena,
Wed Mar 12 2014,7:00p,Brooklyn Nets,96,Miami Heat,95,Box Score,,19616,AmericanAirlines Arena,
Wed Mar 12 2014,7:00p,Denver Nuggets,120,Orlando Magic,112,Box Score,,16097,Amway Center,
Wed Mar 12 2014,7:00p,Sacramento Kings,115,Philadelphia 76ers,98,Box Score,,11109,Wells Fargo Center,
Wed Mar 12 2014,7:00p,Detroit Pistons,87,Toronto Raptors,101,Box Score,,18247,Air Canada Centre,
Wed Mar 12 2014,7:00p,Charlotte Bobcats,98,Washington Wizards,85,Box Score,,17220,Verizon Center,
Wed Mar 12 2014,7:30p,New York Knicks,116,Boston Celtics,92,Box Score,,18624,TD Garden,
Wed Mar 12 2014,8:00p,Memphis Grizzlies,90,New Orleans Pelicans,88,Box Score,,16513,Smoothie King Center,
Wed Mar 12 2014,9:00p,Dallas Mavericks,108,Utah Jazz,101,Box Score,,17982,EnergySolutions Arena,
Wed Mar 12 2014,9:30p,Portland Trail Blazers,90,San Antonio Spurs,103,Box Score,,18581,AT&T Center,
Wed Mar 12 2014,10:00p,Cleveland Cavaliers,110,Phoenix Suns,101,Box Score,,17902,US Airways Center,
Wed Mar 12 2014,10:30p,Golden State Warriors,98,Los Angeles Clippers,111,Box Score,,19570,STAPLES Center,
Thu Mar 13 2014,7:00p,Houston Rockets,87,Chicago Bulls,111,Box Score,,21747,United Center,
Thu Mar 13 2014,7:30p,Milwaukee Bucks,97,Atlanta Hawks,102,Box Score,,12554,Philips Arena,
Thu Mar 13 2014,9:30p,Los Angeles Lakers,102,Oklahoma City Thunder,131,Box Score,,18203,Chesapeake Energy Arena,
Fri Mar 14 2014,7:00p,Minnesota Timberwolves,93,Charlotte Bobcats,105,Box Score,,16983,Time Warner Cable Arena,
Fri Mar 14 2014,7:00p,Washington Wizards,105,Orlando Magic,101,Box Score,OT,16011,Amway Center,
Fri Mar 14 2014,7:00p,Indiana Pacers,101,Philadelphia 76ers,94,Box Score,,14754,Wells Fargo Center,
Fri Mar 14 2014,7:00p,Memphis Grizzlies,86,Toronto Raptors,99,Box Score,,18465,Air Canada Centre,
Fri Mar 14 2014,7:30p,Phoenix Suns,87,Boston Celtics,80,Box Score,,18624,TD Garden,
Fri Mar 14 2014,7:30p,Denver Nuggets,111,Miami Heat,107,Box Score,,19600,AmericanAirlines Arena,
Fri Mar 14 2014,8:00p,Portland Trail Blazers,111,New Orleans Pelicans,103,Box Score,,16913,Smoothie King Center,
Fri Mar 14 2014,8:30p,Los Angeles Lakers,85,San Antonio Spurs,119,Box Score,,18581,AT&T Center,
Fri Mar 14 2014,9:00p,Los Angeles Clippers,96,Utah Jazz,87,Box Score,,19381,EnergySolutions Arena,
Fri Mar 14 2014,10:30p,Cleveland Cavaliers,103,Golden State Warriors,94,Box Score,,19596,Oracle Arena,
Sat Mar 15 2014,12:00p,Milwaukee Bucks,94,New York Knicks,115,Box Score,,19812,Madison Square Garden (IV),
Sat Mar 15 2014,7:00p,Brooklyn Nets,94,Washington Wizards,101,Box Score,,20356,Verizon Center,
Sat Mar 15 2014,7:30p,Denver Nuggets,92,Atlanta Hawks,97,Box Score,,16921,Philips Arena,
Sat Mar 15 2014,7:30p,Indiana Pacers,112,Detroit Pistons,104,Box Score,OT,17440,The Palace of Auburn Hills,
Sat Mar 15 2014,7:30p,Memphis Grizzlies,103,Philadelphia 76ers,77,Box Score,,15164,Wells Fargo Center,
Sat Mar 15 2014,8:00p,Sacramento Kings,87,Chicago Bulls,94,Box Score,,22012,United Center,
Sun Mar 16 2014,1:00p,Charlotte Bobcats,101,Milwaukee Bucks,92,Box Score,,14536,BMO Harris Bradley Center,
Sun Mar 16 2014,1:00p,Phoenix Suns,121,Toronto Raptors,113,Box Score,,18717,Air Canada Centre,
Sun Mar 16 2014,3:30p,Houston Rockets,104,Miami Heat,113,Box Score,,19666,AmericanAirlines Arena,
Sun Mar 16 2014,6:00p,Boston Celtics,120,New Orleans Pelicans,121,Box Score,OT,17050,Smoothie King Center,
Sun Mar 16 2014,7:00p,Sacramento Kings,102,Minnesota Timberwolves,104,Box Score,,13171,Target Center,
Sun Mar 16 2014,7:00p,Dallas Mavericks,109,Oklahoma City Thunder,86,Box Score,,18203,Chesapeake Energy Arena,
Sun Mar 16 2014,7:00p,Utah Jazz,104,San Antonio Spurs,122,Box Score,,18242,AT&T Center,
Sun Mar 16 2014,9:00p,Golden State Warriors,113,Portland Trail Blazers,112,Box Score,,20063,Moda Center,
Sun Mar 16 2014,9:30p,Cleveland Cavaliers,80,Los Angeles Clippers,102,Box Score,,19274,STAPLES Center,
Mon Mar 17 2014,7:00p,Atlanta Hawks,97,Charlotte Bobcats,83,Box Score,,14419,Time Warner Cable Arena,
Mon Mar 17 2014,7:00p,Philadelphia 76ers,90,Indiana Pacers,99,Box Score,,18165,Bankers Life Fieldhouse,
Mon Mar 17 2014,7:30p,Phoenix Suns,95,Brooklyn Nets,108,Box Score,,17401,Barclays Center,
Mon Mar 17 2014,8:00p,Oklahoma City Thunder,97,Chicago Bulls,85,Box Score,,22261,United Center,
Mon Mar 17 2014,8:00p,Utah Jazz,86,Houston Rockets,124,Box Score,,18156,Toyota Center,
Mon Mar 17 2014,8:30p,Boston Celtics,89,Dallas Mavericks,94,Box Score,,20132,American Airlines Center,
Mon Mar 17 2014,10:30p,Los Angeles Clippers,100,Denver Nuggets,110,Box Score,,16553,Pepsi Center,
Tue Mar 18 2014,7:00p,Miami Heat,100,Cleveland Cavaliers,96,Box Score,,20562,Quicken Loans Arena,
Tue Mar 18 2014,7:30p,Toronto Raptors,113,Atlanta Hawks,118,Box Score,OT,11759,Philips Arena,
Tue Mar 18 2014,10:00p,Milwaukee Bucks,115,Portland Trail Blazers,120,Box Score,OT,19572,Moda Center,
Tue Mar 18 2014,10:00p,Washington Wizards,111,Sacramento Kings,117,Box Score,OT,16084,Sleep Train Arena,
Tue Mar 18 2014,10:30p,Orlando Magic,89,Golden State Warriors,103,Box Score,,19596,Oracle Arena,
Wed Mar 19 2014,7:00p,Chicago Bulls,102,Philadelphia 76ers,94,Box Score,,13222,Wells Fargo Center,
Wed Mar 19 2014,7:30p,Miami Heat,96,Boston Celtics,101,Box Score,,18624,TD Garden,
Wed Mar 19 2014,7:30p,Charlotte Bobcats,99,Brooklyn Nets,104,Box Score,,17222,Barclays Center,
Wed Mar 19 2014,8:00p,Utah Jazz,86,Memphis Grizzlies,96,Box Score,,17011,FedEx Forum,
Wed Mar 19 2014,8:00p,Toronto Raptors,107,New Orleans Pelicans,100,Box Score,,15282,Smoothie King Center,
Wed Mar 19 2014,8:00p,Indiana Pacers,86,New York Knicks,92,Box Score,,19812,Madison Square Garden (IV),
Wed Mar 19 2014,8:30p,Minnesota Timberwolves,123,Dallas Mavericks,122,Box Score,OT,20100,American Airlines Center,
Wed Mar 19 2014,9:00p,Detroit Pistons,109,Denver Nuggets,118,Box Score,,16671,Pepsi Center,
Wed Mar 19 2014,10:00p,Orlando Magic,93,Phoenix Suns,109,Box Score,,17508,US Airways Center,
Wed Mar 19 2014,10:30p,San Antonio Spurs,125,Los Angeles Lakers,109,Box Score,,18997,STAPLES Center,
Thu Mar 20 2014,7:00p,Oklahoma City Thunder,102,Cleveland Cavaliers,95,Box Score,,18246,Quicken Loans Arena,
Thu Mar 20 2014,8:00p,Minnesota Timberwolves,106,Houston Rockets,129,Box Score,,18315,Toyota Center,
Thu Mar 20 2014,10:00p,Washington Wizards,103,Portland Trail Blazers,116,Box Score,,19571,Moda Center,
Thu Mar 20 2014,10:30p,Milwaukee Bucks,110,Golden State Warriors,115,Box Score,,19596,Oracle Arena,
Fri Mar 21 2014,7:00p,Chicago Bulls,79,Indiana Pacers,91,Box Score,,18165,Bankers Life Fieldhouse,
Fri Mar 21 2014,7:00p,New York Knicks,93,Philadelphia 76ers,92,Box Score,,12745,Wells Fargo Center,
Fri Mar 21 2014,7:00p,Oklahoma City Thunder,119,Toronto Raptors,118,Box Score,2OT,19800,Air Canada Centre,
Fri Mar 21 2014,7:30p,New Orleans Pelicans,111,Atlanta Hawks,105,Box Score,,15476,Philips Arena,
Fri Mar 21 2014,7:30p,Boston Celtics,98,Brooklyn Nets,114,Box Score,,17732,Barclays Center,
Fri Mar 21 2014,7:30p,Memphis Grizzlies,86,Miami Heat,91,Box Score,,20007,AmericanAirlines Arena,
Fri Mar 21 2014,8:30p,Denver Nuggets,106,Dallas Mavericks,122,Box Score,,20188,American Airlines Center,
Fri Mar 21 2014,10:00p,Detroit Pistons,92,Phoenix Suns,98,Box Score,,18422,US Airways Center,
Fri Mar 21 2014,10:00p,San Antonio Spurs,99,Sacramento Kings,79,Box Score,,17317,Sleep Train Arena,
Fri Mar 21 2014,10:30p,Washington Wizards,117,Los Angeles Lakers,107,Box Score,,18112,STAPLES Center,
Sat Mar 22 2014,7:00p,Portland Trail Blazers,94,Charlotte Bobcats,124,Box Score,,18706,Time Warner Cable Arena,
Sat Mar 22 2014,7:30p,Houston Rockets,118,Cleveland Cavaliers,111,Box Score,,19058,Quicken Loans Arena,
Sat Mar 22 2014,8:00p,Philadelphia 76ers,81,Chicago Bulls,91,Box Score,,21799,United Center,
Sat Mar 22 2014,8:00p,Indiana Pacers,71,Memphis Grizzlies,82,Box Score,,18119,FedEx Forum,
Sat Mar 22 2014,8:00p,Miami Heat,95,New Orleans Pelicans,105,Box Score,,18185,Smoothie King Center,
Sat Mar 22 2014,9:00p,Orlando Magic,88,Utah Jazz,89,Box Score,,19228,EnergySolutions Arena,
Sat Mar 22 2014,10:30p,San Antonio Spurs,99,Golden State Warriors,90,Box Score,,19596,Oracle Arena,
Sat Mar 22 2014,10:30p,Detroit Pistons,103,Los Angeles Clippers,112,Box Score,,19214,STAPLES Center,
Sun Mar 23 2014,1:00p,Atlanta Hawks,86,Toronto Raptors,96,Box Score,,18140,Air Canada Centre,
Sun Mar 23 2014,3:30p,Phoenix Suns,127,Minnesota Timberwolves,120,Box Score,,17866,Target Center,
Sun Mar 23 2014,5:00p,Washington Wizards,102,Denver Nuggets,105,Box Score,,18324,Pepsi Center,
Sun Mar 23 2014,6:00p,Milwaukee Bucks,107,Sacramento Kings,124,Box Score,,16341,Sleep Train Arena,
Sun Mar 23 2014,7:30p,Brooklyn Nets,107,Dallas Mavericks,104,Box Score,OT,19603,American Airlines Center,
Sun Mar 23 2014,7:30p,Cleveland Cavaliers,106,New York Knicks,100,Box Score,,19812,Madison Square Garden (IV),
Sun Mar 23 2014,9:30p,Orlando Magic,94,Los Angeles Lakers,103,Box Score,,17803,STAPLES Center,
Mon Mar 24 2014,7:00p,Houston Rockets,100,Charlotte Bobcats,89,Box Score,,15511,Time Warner Cable Arena,
Mon Mar 24 2014,7:30p,Phoenix Suns,102,Atlanta Hawks,95,Box Score,,12240,Philips Arena,
Mon Mar 24 2014,7:30p,Portland Trail Blazers,91,Miami Heat,93,Box Score,,20030,AmericanAirlines Arena,
Mon Mar 24 2014,8:00p,Indiana Pacers,77,Chicago Bulls,89,Box Score,,21803,United Center,
Mon Mar 24 2014,8:00p,Minnesota Timberwolves,92,Memphis Grizzlies,109,Box Score,,17784,FedEx Forum,
Mon Mar 24 2014,8:00p,Brooklyn Nets,104,New Orleans Pelicans,109,Box Score,OT,14599,Smoothie King Center,
Mon Mar 24 2014,8:00p,Denver Nuggets,96,Oklahoma City Thunder,117,Box Score,,18203,Chesapeake Energy Arena,
Mon Mar 24 2014,8:30p,Philadelphia 76ers,91,San Antonio Spurs,113,Box Score,,17798,AT&T Center,
Mon Mar 24 2014,9:00p,Detroit Pistons,114,Utah Jazz,94,Box Score,,17595,EnergySolutions Arena,
Mon Mar 24 2014,10:30p,Milwaukee Bucks,98,Los Angeles Clippers,106,Box Score,,19060,STAPLES Center,
Tue Mar 25 2014,7:00p,Toronto Raptors,100,Cleveland Cavaliers,102,Box Score,,15497,Quicken Loans Arena,
Tue Mar 25 2014,7:00p,Portland Trail Blazers,85,Orlando Magic,95,Box Score,,17896,Amway Center,
Tue Mar 25 2014,8:00p,Oklahoma City Thunder,119,Dallas Mavericks,128,Box Score,OT,19607,American Airlines Center,
Tue Mar 25 2014,10:30p,New York Knicks,96,Los Angeles Lakers,127,Box Score,,18997,STAPLES Center,
Wed Mar 26 2014,7:00p,Brooklyn Nets,111,Charlotte Bobcats,116,Box Score,OT,15943,Time Warner Cable Arena,
Wed Mar 26 2014,7:00p,Phoenix Suns,99,Washington Wizards,93,Box Score,,18805,Verizon Center,
Wed Mar 26 2014,7:30p,Toronto Raptors,99,Boston Celtics,90,Box Score,,18341,TD Garden,
Wed Mar 26 2014,7:30p,Cleveland Cavaliers,97,Detroit Pistons,96,Box Score,,15979,The Palace of Auburn Hills,
Wed Mar 26 2014,8:00p,Miami Heat,83,Indiana Pacers,84,Box Score,,18165,Bankers Life Fieldhouse,
Wed Mar 26 2014,8:00p,Atlanta Hawks,83,Minnesota Timberwolves,107,Box Score,,11632,Target Center,
Wed Mar 26 2014,8:00p,Los Angeles Clippers,96,New Orleans Pelicans,98,Box Score,,16363,Smoothie King Center,
Wed Mar 26 2014,8:30p,Denver Nuggets,103,San Antonio Spurs,108,Box Score,,17949,AT&T Center,
Wed Mar 26 2014,10:00p,New York Knicks,107,Sacramento Kings,99,Box Score,,15594,Sleep Train Arena,
Wed Mar 26 2014,10:30p,Memphis Grizzlies,91,Utah Jazz,87,Box Score,,19081,EnergySolutions Arena,
Thu Mar 27 2014,7:30p,Portland Trail Blazers,100,Atlanta Hawks,85,Box Score,,13228,Philips Arena,
Thu Mar 27 2014,8:00p,Philadelphia 76ers,98,Houston Rockets,120,Box Score,,18334,Toyota Center,
Thu Mar 27 2014,8:00p,Los Angeles Lakers,105,Milwaukee Bucks,108,Box Score,,15439,BMO Harris Bradley Center,
Thu Mar 27 2014,8:30p,Los Angeles Clippers,109,Dallas Mavericks,103,Box Score,,19912,American Airlines Center,
Fri Mar 28 2014,7:00p,Charlotte Bobcats,105,Orlando Magic,110,Box Score,OT,16003,Amway Center,
Fri Mar 28 2014,7:00p,Boston Celtics,103,Toronto Raptors,105,Box Score,,19800,Air Canada Centre,
Fri Mar 28 2014,7:00p,Indiana Pacers,78,Washington Wizards,91,Box Score,,19708,Verizon Center,
Fri Mar 28 2014,7:30p,Cleveland Cavaliers,97,Brooklyn Nets,108,Box Score,,17732,Barclays Center,
Fri Mar 28 2014,7:30p,Miami Heat,110,Detroit Pistons,78,Box Score,,21231,The Palace of Auburn Hills,
Fri Mar 28 2014,8:00p,Portland Trail Blazers,91,Chicago Bulls,74,Box Score,,22055,United Center,
Fri Mar 28 2014,8:00p,Los Angeles Lakers,107,Minnesota Timberwolves,143,Box Score,,16442,Target Center,
Fri Mar 28 2014,8:00p,Utah Jazz,95,New Orleans Pelicans,102,Box Score,,17699,Smoothie King Center,
Fri Mar 28 2014,8:00p,Sacramento Kings,81,Oklahoma City Thunder,94,Box Score,,18203,Chesapeake Energy Arena,
Fri Mar 28 2014,9:00p,San Antonio Spurs,133,Denver Nuggets,102,Box Score,,19155,Pepsi Center,
Fri Mar 28 2014,10:00p,New York Knicks,88,Phoenix Suns,112,Box Score,,17106,US Airways Center,
Fri Mar 28 2014,10:30p,Memphis Grizzlies,93,Golden State Warriors,100,Box Score,,19596,Oracle Arena,
Sat Mar 29 2014,7:30p,Detroit Pistons,98,Philadelphia 76ers,123,Box Score,,17438,Wells Fargo Center,
Sat Mar 29 2014,8:00p,Los Angeles Clippers,118,Houston Rockets,107,Box Score,,18337,Toyota Center,
Sat Mar 29 2014,8:00p,Atlanta Hawks,97,Washington Wizards,101,Box Score,,17996,Verizon Center,
Sat Mar 29 2014,8:30p,Sacramento Kings,100,Dallas Mavericks,103,Box Score,,20210,American Airlines Center,
Sat Mar 29 2014,8:30p,Miami Heat,88,Milwaukee Bucks,67,Box Score,,17986,BMO Harris Bradley Center,
Sat Mar 29 2014,8:30p,New Orleans Pelicans,80,San Antonio Spurs,96,Box Score,,18581,AT&T Center,
Sun Mar 30 2014,3:00p,Indiana Pacers,76,Cleveland Cavaliers,90,Box Score,,17147,Quicken Loans Arena,
Sun Mar 30 2014,3:00p,Utah Jazz,96,Oklahoma City Thunder,116,Box Score,,18203,Chesapeake Energy Arena,
Sun Mar 30 2014,6:00p,Minnesota Timberwolves,99,Brooklyn Nets,114,Box Score,,17732,Barclays Center,
Sun Mar 30 2014,6:00p,Toronto Raptors,98,Orlando Magic,93,Box Score,,16018,Amway Center,
Sun Mar 30 2014,7:00p,Chicago Bulls,107,Boston Celtics,102,Box Score,,18624,TD Garden,
Sun Mar 30 2014,9:00p,New York Knicks,89,Golden State Warriors,84,Box Score,,19596,Oracle Arena,
Sun Mar 30 2014,9:00p,Memphis Grizzlies,98,Portland Trail Blazers,105,Box Score,,19994,Moda Center,
Sun Mar 30 2014,9:30p,Phoenix Suns,99,Los Angeles Lakers,115,Box Score,,18355,STAPLES Center,
Mon Mar 31 2014,7:00p,Washington Wizards,94,Charlotte Bobcats,100,Box Score,,14894,Time Warner Cable Arena,
Mon Mar 31 2014,7:00p,San Antonio Spurs,103,Indiana Pacers,77,Box Score,,18165,Bankers Life Fieldhouse,
Mon Mar 31 2014,7:30p,Philadelphia 76ers,95,Atlanta Hawks,103,Box Score,,11096,Philips Arena,
Mon Mar 31 2014,7:30p,Milwaukee Bucks,111,Detroit Pistons,116,Box Score,,13062,The Palace of Auburn Hills,
Mon Mar 31 2014,7:30p,Toronto Raptors,83,Miami Heat,93,Box Score,,19831,AmericanAirlines Arena,
Mon Mar 31 2014,8:00p,Boston Celtics,80,Chicago Bulls,94,Box Score,,21494,United Center,
Mon Mar 31 2014,8:00p,Los Angeles Clippers,114,Minnesota Timberwolves,104,Box Score,,12172,Target Center,
Mon Mar 31 2014,8:00p,Sacramento Kings,102,New Orleans Pelicans,97,Box Score,,15548,Smoothie King Center,
Mon Mar 31 2014,9:00p,Memphis Grizzlies,94,Denver Nuggets,92,Box Score,,14570,Pepsi Center,
Mon Mar 31 2014,9:00p,New York Knicks,92,Utah Jazz,83,Box Score,,18653,EnergySolutions Arena,
Tue Apr 1 2014,8:00p,Houston Rockets,96,Brooklyn Nets,105,Box Score,,17732,Barclays Center,
Tue Apr 1 2014,8:30p,Golden State Warriors,122,Dallas Mavericks,120,Box Score,OT,20423,American Airlines Center,
Tue Apr 1 2014,10:30p,Portland Trail Blazers,124,Los Angeles Lakers,112,Box Score,,18110,STAPLES Center,
Wed Apr 2 2014,7:00p,Detroit Pistons,94,Indiana Pacers,101,Box Score,,18165,Bankers Life Fieldhouse,
Wed Apr 2 2014,7:00p,Brooklyn Nets,81,New York Knicks,110,Box Score,,19812,Madison Square Garden (IV),
Wed Apr 2 2014,7:00p,Cleveland Cavaliers,119,Orlando Magic,98,Box Score,,16092,Amway Center,
Wed Apr 2 2014,7:00p,Charlotte Bobcats,123,Philadelphia 76ers,93,Box Score,,12136,Wells Fargo Center,
Wed Apr 2 2014,7:00p,Houston Rockets,103,Toronto Raptors,107,Box Score,,18294,Air Canada Centre,
Wed Apr 2 2014,7:00p,Boston Celtics,92,Washington Wizards,118,Box Score,,17770,Verizon Center,
Wed Apr 2 2014,7:30p,Chicago Bulls,105,Atlanta Hawks,92,Box Score,,17029,Philips Arena,
Wed Apr 2 2014,7:30p,Milwaukee Bucks,77,Miami Heat,96,Box Score,,19609,AmericanAirlines Arena,
Wed Apr 2 2014,8:00p,Memphis Grizzlies,88,Minnesota Timberwolves,102,Box Score,,12009,Target Center,
Wed Apr 2 2014,8:30p,Golden State Warriors,90,San Antonio Spurs,111,Box Score,,18581,AT&T Center,
Wed Apr 2 2014,9:00p,New Orleans Pelicans,107,Denver Nuggets,137,Box Score,,14783,Pepsi Center,
Wed Apr 2 2014,10:00p,Los Angeles Clippers,112,Phoenix Suns,108,Box Score,,16091,US Airways Center,
Wed Apr 2 2014,10:00p,Los Angeles Lakers,102,Sacramento Kings,107,Box Score,,17317,Sleep Train Arena,
Thu Apr 3 2014,8:00p,San Antonio Spurs,94,Oklahoma City Thunder,106,Box Score,,18203,Chesapeake Energy Arena,
Thu Apr 3 2014,10:30p,Dallas Mavericks,113,Los Angeles Clippers,107,Box Score,,19222,STAPLES Center,
Fri Apr 4 2014,7:00p,Orlando Magic,80,Charlotte Bobcats,91,Box Score,,17708,Time Warner Cable Arena,
Fri Apr 4 2014,7:00p,Denver Nuggets,92,Memphis Grizzlies,100,Box Score,,17011,FedEx Forum,
Fri Apr 4 2014,7:00p,Indiana Pacers,94,Toronto Raptors,102,Box Score,,19800,Air Canada Centre,
Fri Apr 4 2014,7:30p,Cleveland Cavaliers,98,Atlanta Hawks,117,Box Score,,16210,Philips Arena,
Fri Apr 4 2014,7:30p,Philadelphia 76ers,111,Boston Celtics,102,Box Score,,18624,TD Garden,
Fri Apr 4 2014,7:30p,Detroit Pistons,104,Brooklyn Nets,116,Box Score,,16754,Barclays Center,
Fri Apr 4 2014,7:30p,Minnesota Timberwolves,122,Miami Heat,121,Box Score,2OT,19661,AmericanAirlines Arena,
Fri Apr 4 2014,7:30p,Washington Wizards,90,New York Knicks,89,Box Score,,19812,Madison Square Garden (IV),
Fri Apr 4 2014,8:00p,Milwaukee Bucks,90,Chicago Bulls,102,Box Score,,21996,United Center,
Fri Apr 4 2014,9:00p,New Orleans Pelicans,96,Utah Jazz,100,Box Score,,19681,EnergySolutions Arena,
Fri Apr 4 2014,9:30p,Oklahoma City Thunder,107,Houston Rockets,111,Box Score,,18407,Toyota Center,
Fri Apr 4 2014,10:00p,Phoenix Suns,109,Portland Trail Blazers,93,Box Score,,20089,Moda Center,
Fri Apr 4 2014,10:30p,Sacramento Kings,69,Golden State Warriors,102,Box Score,,19596,Oracle Arena,
Fri Apr 4 2014,10:30p,Dallas Mavericks,107,Los Angeles Lakers,95,Box Score,,18997,STAPLES Center,
Sat Apr 5 2014,7:00p,Minnesota Timberwolves,92,Orlando Magic,100,Box Score,,16992,Amway Center,
Sat Apr 5 2014,7:00p,Chicago Bulls,96,Washington Wizards,78,Box Score,,19661,Verizon Center,
Sat Apr 5 2014,7:30p,Charlotte Bobcats,96,Cleveland Cavaliers,94,Box Score,OT,18179,Quicken Loans Arena,
Sat Apr 5 2014,7:30p,Boston Celtics,111,Detroit Pistons,115,Box Score,,19558,The Palace of Auburn Hills,
Sat Apr 5 2014,7:30p,Brooklyn Nets,105,Philadelphia 76ers,101,Box Score,,16133,Wells Fargo Center,
Sat Apr 5 2014,8:30p,Toronto Raptors,102,Milwaukee Bucks,98,Box Score,,16310,BMO Harris Bradley Center,
Sun Apr 6 2014,1:00p,New York Knicks,91,Miami Heat,102,Box Score,,19647,AmericanAirlines Arena,
Sun Apr 6 2014,3:30p,Los Angeles Lakers,97,Los Angeles Clippers,120,Box Score,,19239,STAPLES Center,
Sun Apr 6 2014,6:00p,Atlanta Hawks,107,Indiana Pacers,88,Box Score,,18165,Bankers Life Fieldhouse,
Sun Apr 6 2014,6:00p,Dallas Mavericks,93,Sacramento Kings,91,Box Score,,17023,Sleep Train Arena,
Sun Apr 6 2014,7:00p,Denver Nuggets,125,Houston Rockets,130,Box Score,OT,18325,Toyota Center,
Sun Apr 6 2014,7:00p,Memphis Grizzlies,92,San Antonio Spurs,112,Box Score,,18581,AT&T Center,
Sun Apr 6 2014,9:00p,Utah Jazz,102,Golden State Warriors,130,Box Score,,19596,Oracle Arena,
Sun Apr 6 2014,9:00p,Oklahoma City Thunder,115,Phoenix Suns,122,Box Score,,18422,US Airways Center,
Sun Apr 6 2014,9:00p,New Orleans Pelicans,94,Portland Trail Blazers,100,Box Score,,20036,Moda Center,
Tue Apr 8 2014,7:30p,Detroit Pistons,102,Atlanta Hawks,95,Box Score,,10587,Philips Arena,
Tue Apr 8 2014,8:00p,Brooklyn Nets,88,Miami Heat,87,Box Score,,19600,AmericanAirlines Arena,
Tue Apr 8 2014,8:00p,San Antonio Spurs,91,Minnesota Timberwolves,110,Box Score,,10117,Target Center,
Tue Apr 8 2014,9:00p,Dallas Mavericks,95,Utah Jazz,83,Box Score,,18102,EnergySolutions Arena,
Tue Apr 8 2014,10:00p,Oklahoma City Thunder,107,Sacramento Kings,92,Box Score,,16696,Sleep Train Arena,
Tue Apr 8 2014,10:30p,Houston Rockets,145,Los Angeles Lakers,130,Box Score,,18131,STAPLES Center,
Wed Apr 9 2014,7:00p,Detroit Pistons,100,Cleveland Cavaliers,122,Box Score,,15979,Quicken Loans Arena,
Wed Apr 9 2014,7:00p,Brooklyn Nets,111,Orlando Magic,115,Box Score,,16085,Amway Center,
Wed Apr 9 2014,7:00p,Philadelphia 76ers,114,Toronto Raptors,125,Box Score,,18789,Air Canada Centre,
Wed Apr 9 2014,7:00p,Charlotte Bobcats,94,Washington Wizards,88,Box Score,OT,17784,Verizon Center,
Wed Apr 9 2014,7:30p,Boston Celtics,97,Atlanta Hawks,105,Box Score,,13868,Philips Arena,
Wed Apr 9 2014,8:00p,Miami Heat,102,Memphis Grizzlies,107,Box Score,,18119,FedEx Forum,
Wed Apr 9 2014,8:00p,Indiana Pacers,104,Milwaukee Bucks,102,Box Score,,13139,BMO Harris Bradley Center,
Wed Apr 9 2014,8:00p,Chicago Bulls,102,Minnesota Timberwolves,87,Box Score,,13447,Target Center,
Wed Apr 9 2014,8:00p,Phoenix Suns,94,New Orleans Pelicans,88,Box Score,,16256,Smoothie King Center,
Wed Apr 9 2014,9:00p,Houston Rockets,116,Denver Nuggets,123,Box Score,,15322,Pepsi Center,
Wed Apr 9 2014,10:00p,Sacramento Kings,99,Portland Trail Blazers,100,Box Score,,20002,Moda Center,
